sample 0,sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18,sample 19,sample 20,sample 21,sample 22,sample 23,sample 24,sample 25,sample 26,sample 27,sample 28,sample 29,sample 30,sample 31,sample 32,sample 33,sample 34,sample 35,sample 36,sample 37,sample 38,sample 39
0.012375,-0.020676,-0.007439,0.022842,-0.016312,-0.016396,0.005264,0.042038,-0.001709,-0.058472,-0.0168,-0.017204,-0.033821,0.038338,0.014496,-0.012024,-0.04113,-0.003563,-0.055588,-0.014214,0.012497,0.028885,-0.035355,-0.00618,-0.0261,0.00074,0.031677,-0.050087,-0.044281,-0.004585,-0.017235,0.002838,0.02594,-0.018303,0.015732,0.036423,0.052597,0.025948,-0.02327,-0.043976
0.00132,-0.023499,0.009399,0.023689,-0.022957,-0.01355,0.010597,0.031517,0.011353,-0.063576,-0.020935,-0.025185,-0.039734,0.049866,0.021088,-0.009209,-0.036537,0.020851,-0.052238,0.008675,0.001648,0.018143,-0.035088,-0.002029,-0.018044,-0.001312,0.045052,-0.081551,-0.062119,-0.015678,-0.014465,0.01561,0.024918,-0.052032,-0.000908,0.043213,0.053726,0.02829,-0.017746,-0.044899
-0.012047,-0.023865,0.022316,0.022766,-0.029839,-0.012505,0.015747,0.020248,0.021576,-0.068726,-0.027,-0.033508,-0.041931,0.054314,0.029991,-0.007713,-0.031204,0.038788,-0.042839,0.024757,-0.0112,0.003487,-0.034996,0.002068,-0.012589,-0.003639,0.057014,-0.100929,-0.070702,-0.022659,-0.009232,0.022095,0.026924,-0.077293,-0.014,0.0467,0.049072,0.027802,-0.015038,-0.039543
-0.020767,-0.02359,0.034431,0.022408,-0.032608,-0.015991,0.020805,0.003189,0.031708,-0.062889,-0.030685,-0.033676,-0.043503,0.054794,0.037498,-0.008751,-0.023201,0.048218,-0.029259,0.039322,-0.026367,-0.009125,-0.035118,0.00975,-0.007973,1.53E-05,0.063789,-0.105804,-0.068054,-0.020439,-0.000359,0.021339,0.021683,-0.089081,-0.024551,0.04377,0.044479,0.027489,-0.008446,-0.034431
-0.022156,-0.022003,0.04113,0.020821,-0.034523,-0.018013,0.023911,-0.017838,0.043869,-0.047295,-0.027946,-0.02552,-0.043938,0.0494,0.038849,-0.010757,-0.008476,0.053963,-0.013107,0.052284,-0.033775,-0.01783,-0.033058,0.015053,0.000343,0.004143,0.070709,-0.097786,-0.061089,-0.017555,0.010162,0.018066,0.011574,-0.092178,-0.034721,0.035416,0.037781,0.02462,0.005165,-0.027641
-0.025795,-0.023117,0.04245,0.018471,-0.041618,-0.013489,0.023216,-0.040642,0.050774,-0.031822,-0.022636,-0.020515,-0.041061,0.036736,0.03965,-0.009872,0.004745,0.053604,0.002525,0.061485,-0.033974,-0.027557,-0.029778,0.016174,0.012032,0.003952,0.073036,-0.08075,-0.04985,-0.010109,0.018028,0.01387,0.003052,-0.084106,-0.04287,0.027542,0.023956,0.021339,0.016075,-0.020508
-0.031136,-0.023888,0.045944,0.016968,-0.043335,-0.006767,0.021484,-0.061066,0.053078,-0.011894,-0.018097,-0.018364,-0.037155,0.025627,0.035301,-0.007881,0.012428,0.047462,0.014557,0.064232,-0.030655,-0.033279,-0.021301,0.015945,0.021423,0.002853,0.063416,-0.06237,-0.029999,0.006691,0.023117,0.009163,-0.008751,-0.066254,-0.048225,0.019577,0.007912,0.022263,0.027473,-0.016495
-0.033791,-0.018761,0.049095,0.011971,-0.03434,-0.005074,0.019455,-0.071129,0.052849,0.009026,-0.009369,-0.009659,-0.028679,0.019951,0.022835,-0.007484,0.021965,0.038506,0.024811,0.056213,-0.019135,-0.034798,-0.009377,0.014038,0.032761,-0.001419,0.049568,-0.046577,-0.007858,0.019844,0.028671,0.00618,-0.018021,-0.045479,-0.048248,0.008743,-0.006187,0.023819,0.037384,-0.007904
-0.03537,-0.01223,0.047523,0.004532,-0.02079,-0.006554,0.015106,-0.071686,0.042511,0.021164,-0.005615,0.000465,-0.015366,0.017021,0.009926,-0.005325,0.032272,0.025696,0.029121,0.03933,-0.007225,-0.038116,0.001328,0.013069,0.045296,-0.00708,0.031036,-0.027657,0.010521,0.030823,0.032196,0.004852,-0.021133,-0.025696,-0.041962,-0.002151,-0.022362,0.022339,0.040886,0.005493
-0.03466,-0.006882,0.042358,-0.002937,-0.002785,-0.008598,0.007545,-0.06263,0.029762,0.033157,-0.009003,0.010895,-0.002876,0.009773,-0.005478,-0.003494,0.03437,0.009659,0.027969,0.024025,0.001823,-0.03894,0.011726,0.013741,0.051506,-0.010674,0.005768,-0.004547,0.028748,0.044174,0.03186,-0.001427,-0.021843,-0.00502,-0.030945,-0.009346,-0.033226,0.01973,0.0401,0.01712
-0.031853,-0.001785,0.035431,-0.007614,0.015808,-0.006813,-0.003052,-0.049614,0.02269,0.043137,-0.005783,0.024406,0.009888,0.000221,-0.02301,-0.002861,0.032036,-0.004883,0.026642,0.007362,0.016525,-0.034592,0.020782,0.016434,0.058113,-0.01326,-0.0196,0.019302,0.047119,0.049545,0.030357,-0.011124,-0.022148,0.020554,-0.01757,-0.014046,-0.036072,0.021782,0.035667,0.029442
-0.02607,0.005524,0.029556,-0.008965,0.0243,0.000336,-0.015366,-0.035782,0.011337,0.045647,0.002235,0.030319,0.021065,-0.007729,-0.038284,0.000412,0.029633,-0.012169,0.023079,-0.010231,0.033432,-0.032478,0.026749,0.018303,0.065468,-0.019035,-0.040207,0.044525,0.060326,0.049751,0.025085,-0.020531,-0.023529,0.04554,-0.003838,-0.017792,-0.039268,0.024658,0.030563,0.040504
-0.020248,0.01329,0.025383,-0.007416,0.028961,0.004219,-0.026306,-0.019318,-0.004585,0.047935,0.007164,0.034767,0.028831,-0.018044,-0.047722,0.007347,0.020805,-0.013535,0.015709,-0.020233,0.043297,-0.032448,0.031929,0.020264,0.065079,-0.025764,-0.060791,0.063095,0.067383,0.049126,0.014717,-0.027992,-0.02491,0.061043,0.01152,-0.020073,-0.042137,0.026192,0.026627,0.041031
-0.016167,0.019043,0.024902,-0.009644,0.037483,0.009933,-0.03231,-0.002998,-0.020035,0.047554,0.01001,0.041779,0.037308,-0.023865,-0.056747,0.0131,0.00663,-0.007523,0.008362,-0.026848,0.049202,-0.026123,0.03582,0.024307,0.057465,-0.030441,-0.07634,0.070717,0.070091,0.039047,0.005615,-0.023216,-0.024452,0.065598,0.027466,-0.022034,-0.041847,0.029015,0.023682,0.039162
-0.011436,0.025635,0.021553,-0.017708,0.046089,0.019035,-0.0373,0.015495,-0.035454,0.039871,0.008888,0.037979,0.04747,-0.025116,-0.064644,0.018806,-0.004631,0.003159,0.00602,-0.031982,0.050018,-0.017876,0.033203,0.025398,0.047195,-0.032928,-0.081604,0.068108,0.068092,0.016846,-0.00338,-0.01091,-0.022964,0.060654,0.03804,-0.024612,-0.037628,0.028862,0.019318,0.043823
-0.002136,0.030357,0.011009,-0.022972,0.053909,0.024025,-0.040489,0.034286,-0.048462,0.030647,0.003525,0.027229,0.057045,-0.031006,-0.064568,0.024933,-0.011017,0.011566,0.005783,-0.031708,0.042244,-0.008911,0.024902,0.027931,0.030396,-0.029854,-0.086342,0.052536,0.063034,-0.006462,-0.010643,0.001335,-0.021759,0.049278,0.042931,-0.021637,-0.028313,0.024849,0.011642,0.044647
0.014313,0.03286,-0.000328,-0.027641,0.05397,0.02861,-0.034409,0.049271,-0.051514,0.028793,0.003639,0.020493,0.064262,-0.037033,-0.060211,0.027863,-0.013535,0.017555,0.006416,-0.02343,0.033043,0.006065,0.016762,0.030571,0.009483,-0.021126,-0.083374,0.030602,0.05278,-0.02655,-0.012497,0.017403,-0.020569,0.036697,0.044304,-0.013435,-0.015182,0.016563,0.004402,0.040504
0.032677,0.034157,-0.015289,-0.031235,0.040993,0.037727,-0.027214,0.057755,-0.049004,0.025253,0.007843,0.014885,0.065216,-0.041824,-0.046265,0.029984,-0.016647,0.022392,0.01265,-0.012718,0.022835,0.019829,0.00898,0.027306,-0.005669,-0.010765,-0.069244,0.007118,0.035126,-0.045815,-0.012344,0.029198,-0.021034,0.022926,0.038948,-0.008896,-0.00309,0.005257,-0.00396,0.038605
0.051338,0.033295,-0.030891,-0.027267,0.02549,0.041122,-0.015083,0.062195,-0.045479,0.014076,0.010208,0.007233,0.060135,-0.042068,-0.028107,0.024521,-0.018867,0.024033,0.022446,-0.00251,0.011086,0.029053,0.002319,0.020996,-0.017937,0.001442,-0.056641,-0.018791,0.01358,-0.059906,-0.011948,0.03154,-0.023277,0.004128,0.029144,-0.005402,-0.000839,-0.008423,-0.016747,0.033951
0.066406,0.035179,-0.042084,-0.0196,0.011826,0.033348,0.010078,0.063095,-0.038918,0.00383,0.013802,0.00119,0.052284,-0.034103,-0.00988,0.010612,-0.016518,0.019234,0.0298,0.008148,0.000168,0.039871,-0.001015,0.012131,-0.032997,0.017143,-0.044899,-0.041733,-0.007225,-0.069763,-0.012695,0.030563,-0.026062,-0.0177,0.022232,0.000717,-0.004555,-0.020508,-0.028931,0.024353
0.076378,0.038147,-0.05294,-0.016632,-0.005112,0.025116,0.034256,0.05703,-0.031609,-0.006447,0.019768,-0.004936,0.039246,-0.02285,0.013626,0.002205,-0.012665,0.010864,0.03199,0.017159,-0.009758,0.050797,-0.003517,0.002068,-0.045998,0.031372,-0.0252,-0.053658,-0.02636,-0.075027,-0.009865,0.029549,-0.029747,-0.035942,0.014153,0.002563,-0.005112,-0.030067,-0.03791,0.019257
0.081894,0.036392,-0.063431,-0.015526,-0.017792,0.014008,0.050385,0.048004,-0.0196,-0.015198,0.024681,-0.009514,0.020958,-0.012543,0.03476,-0.002441,-0.007225,-0.00444,0.028374,0.025848,-0.017982,0.058197,-0.004616,-0.010635,-0.054398,0.045731,-0.001472,-0.055916,-0.046692,-0.073166,-0.006035,0.026878,-0.031281,-0.047203,0.002708,0.007843,-0.003815,-0.041534,-0.043701,0.016693
0.080063,0.029137,-0.07222,-0.010498,-0.028282,0.001709,0.063545,0.035645,-0.004654,-0.017693,0.028206,-0.007187,-0.002289,-0.00486,0.051956,-0.012329,0.000885,-0.025688,0.018906,0.033752,-0.029037,0.063789,-0.000282,-0.021431,-0.058502,0.060516,0.019241,-0.050545,-0.059921,-0.063828,-0.002319,0.020668,-0.029976,-0.051353,-0.003868,0.021172,0.000755,-0.048553,-0.046875,0.008392
0.073395,0.017952,-0.0784,-0.001846,-0.048981,-0.008751,0.069885,0.022087,0.012093,-0.016693,0.031097,-0.001686,-0.027168,0.001328,0.064034,-0.016968,0.00856,-0.040993,0.008659,0.038376,-0.040207,0.063454,0.008774,-0.030289,-0.055565,0.06691,0.039886,-0.036797,-0.065399,-0.047188,0.005066,0.014626,-0.026627,-0.047112,-0.010979,0.030113,0.005081,-0.051308,-0.049065,0.000694
0.060555,0.009056,-0.077118,0.01104,-0.0728,-0.017761,0.064339,0.011856,0.028412,-0.017448,0.028191,0.001709,-0.049255,0.004868,0.071114,-0.015282,0.013557,-0.05365,-0.000366,0.035629,-0.044739,0.052383,0.017609,-0.040833,-0.045937,0.063614,0.055481,-0.02092,-0.066399,-0.027122,0.009804,0.008049,-0.015892,-0.036102,-0.018806,0.033791,0.003494,-0.056541,-0.050072,-0.005859
0.038368,0.002449,-0.064583,0.023293,-0.08992,-0.020638,0.054176,0.004013,0.03904,-0.023277,0.023132,-0.001694,-0.065842,0.011703,0.07148,-0.015884,0.015465,-0.06662,-0.012779,0.027161,-0.045197,0.036278,0.023926,-0.043404,-0.034515,0.055222,0.061348,-0.003914,-0.054794,-0.010048,0.012932,-0.000259,-0.003174,-0.027473,-0.02034,0.031113,1.53E-05,-0.063026,-0.049461,-0.016068
0.013657,-0.003265,-0.047974,0.027748,-0.096489,-0.021141,0.037437,-0.003082,0.046585,-0.029808,0.019791,-0.007515,-0.077591,0.022102,0.060669,-0.011345,0.011429,-0.069397,-0.02375,0.015236,-0.042488,0.019592,0.024651,-0.039574,-0.029129,0.04438,0.064529,0.018143,-0.031715,0.002296,0.015717,-0.003036,0.009277,-0.021027,-0.022072,0.023987,-0.00058,-0.064743,-0.043182,-0.020729
-0.008514,-0.006874,-0.031769,0.026772,-0.094231,-0.020302,0.010918,-0.010735,0.052902,-0.032921,0.016357,-0.007797,-0.087852,0.027946,0.048035,-0.002716,0.004662,-0.064461,-0.031441,-0.001915,-0.037178,-0.001907,0.016388,-0.033592,-0.023926,0.030998,0.067833,0.043442,-0.004982,0.014641,0.015076,-0.00386,0.02227,-0.009148,-0.021988,0.015442,-0.000229,-0.062386,-0.030701,-0.018791
-0.031715,-0.015915,-0.01339,0.024323,-0.085228,-0.022949,-0.014999,-0.017632,0.057091,-0.032303,0.013863,-0.006409,-0.088135,0.028534,0.036873,0.002449,-0.005775,-0.054985,-0.039268,-0.018684,-0.033173,-0.022316,0.00489,-0.024132,-0.015274,0.016632,0.067848,0.065819,0.019646,0.029175,0.011093,-0.010025,0.031029,0.005997,-0.017494,0.006821,0.002129,-0.056839,-0.016083,-0.018349
-0.052483,-0.031334,0.00338,0.019279,-0.068596,-0.024628,-0.037933,-0.028427,0.056282,-0.028366,0.012856,-0.006012,-0.076172,0.027405,0.023437,0.007736,-0.018341,-0.037079,-0.041718,-0.030838,-0.030251,-0.035873,-0.006386,-0.012947,-0.009392,0.000732,0.065002,0.079918,0.040344,0.047401,0.005356,-0.017136,0.037613,0.024292,-0.014656,-0.000427,0.003944,-0.045387,0.00016,-0.017296
-0.067223,-0.043556,0.018555,0.01442,-0.049805,-0.024094,-0.062828,-0.042877,0.051865,-0.02401,0.009743,-0.006668,-0.057312,0.024811,0.007568,0.013069,-0.024437,-0.016632,-0.039284,-0.041351,-0.023712,-0.049164,-0.021088,-0.003815,-0.001221,-0.0196,0.058136,0.083328,0.052597,0.062012,-0.001358,-0.020729,0.040367,0.044449,-0.013878,-0.010529,-0.001114,-0.032196,0.015327,-0.013687
-0.076096,-0.050949,0.034798,0.010231,-0.026833,-0.027649,-0.07917,-0.054207,0.040222,-0.015991,0.003204,-0.011925,-0.031624,0.019142,-0.012825,0.011993,-0.027016,0.007217,-0.033638,-0.051842,-0.014435,-0.0578,-0.033936,0.003502,0.005997,-0.036507,0.0457,0.074471,0.060089,0.068329,-0.008156,-0.022102,0.044846,0.057564,-0.010933,-0.016823,-0.007576,-0.02047,0.025055,-0.012581
-0.075836,-0.056686,0.053558,0.001984,0.004501,-0.026611,-0.083618,-0.065262,0.024055,-0.002258,0.000198,-0.019104,-0.003265,0.014839,-0.034683,0.009872,-0.025055,0.036476,-0.022636,-0.057877,-0.003647,-0.058342,-0.041107,0.012535,0.007599,-0.046532,0.032921,0.058533,0.068474,0.071815,-0.011978,-0.021126,0.048149,0.062302,-0.006615,-0.019524,-0.008415,-0.00808,0.03215,-0.012177
-0.066185,-0.057648,0.066559,-0.007103,0.037941,-0.021324,-0.088722,-0.072876,0.011398,0.010582,-0.000824,-0.022247,0.018326,0.011131,-0.049561,0.006645,-0.018501,0.063316,-0.010422,-0.058052,0.009239,-0.05629,-0.047272,0.017014,0.012589,-0.054771,0.020584,0.041756,0.066727,0.069633,-0.012459,-0.018074,0.042656,0.062599,-0.00309,-0.021759,-0.002449,0.008125,0.040169,-0.005737
-0.048866,-0.056084,0.066078,-0.011993,0.067535,-0.014458,-0.085785,-0.07296,-0.001785,0.017609,-0.00386,-0.023155,0.03315,0.004204,-0.053215,-0.003387,-0.011665,0.082413,-0.002113,-0.050812,0.019295,-0.051628,-0.0504,0.014771,0.02211,-0.059502,0.006721,0.021103,0.054268,0.063675,-0.010231,-0.019974,0.036118,0.054871,0.002243,-0.022232,-0.002441,0.025764,0.043732,-0.00013
-0.02478,-0.053574,0.061523,-0.013229,0.09021,-0.006828,-0.067421,-0.069145,-0.012939,0.023689,-0.008034,-0.022209,0.048576,-0.001755,-0.050941,-0.014595,-0.006241,0.093674,0.004555,-0.032967,0.030357,-0.03904,-0.044617,0.009071,0.031364,-0.062553,-0.011002,-0.003296,0.037697,0.060265,-0.005981,-0.024864,0.027977,0.040672,0.005806,-0.025307,-0.004059,0.046814,0.044472,0.000412
0.000519,-0.04583,0.055786,-0.013443,0.104065,0.003708,-0.047821,-0.057007,-0.024467,0.03096,-0.008041,-0.021103,0.063362,0.000458,-0.047981,-0.024422,0.002617,0.097313,0.016052,-0.008804,0.048187,-0.024055,-0.031952,0.001633,0.042397,-0.064522,-0.030205,-0.027466,0.017723,0.052773,-0.000656,-0.021713,0.014496,0.028008,0.005501,-0.030838,0.002228,0.066681,0.044479,0.000389
0.021416,-0.034935,0.049942,-0.014915,0.113907,0.01606,-0.029411,-0.034737,-0.037231,0.034782,-0.007263,-0.022987,0.076546,0.006203,-0.043259,-0.028938,0.0159,0.091232,0.026909,0.019539,0.063911,-0.010445,-0.018921,-0.002296,0.05262,-0.062943,-0.046951,-0.050659,-0.003677,0.03978,0.003372,-0.010956,0.002365,0.013123,0.003662,-0.032448,0.006775,0.075455,0.036209,-0.005402
0.04023,-0.019234,0.043503,-0.01815,0.124214,0.020744,-0.005051,-0.009712,-0.043427,0.037132,-0.013069,-0.021606,0.082657,0.010544,-0.037193,-0.028206,0.024582,0.076836,0.030502,0.049217,0.068512,0.007294,-0.004349,-0.002205,0.056648,-0.058922,-0.062447,-0.067574,-0.021812,0.02816,0.00663,0.00354,-0.004242,-0.004044,0.001328,-0.026764,0.016396,0.07872,0.025284,-0.013458
0.057983,0.003815,0.03196,-0.020966,0.127403,0.026085,0.012833,0.015968,-0.045227,0.037308,-0.020256,-0.014137,0.073479,0.015244,-0.029236,-0.023232,0.031342,0.056229,0.033203,0.073112,0.066795,0.022675,0.010406,-0.003372,0.060638,-0.054291,-0.068504,-0.074471,-0.033943,0.013115,0.01181,0.021584,-0.011559,-0.01606,0.000725,-0.016518,0.029053,0.074036,0.020287,-0.015686
0.06926,0.027954,0.017807,-0.017448,0.1157,0.033684,0.022331,0.043777,-0.04705,0.032707,-0.029877,-0.004639,0.052811,0.014816,-0.016548,-0.013084,0.041618,0.030556,0.034927,0.088829,0.062744,0.032921,0.021866,-0.004646,0.06414,-0.048347,-0.067177,-0.073532,-0.045052,-0.005379,0.015923,0.032417,-0.015411,-0.023773,0.001038,-0.003143,0.036194,0.062363,0.017021,-0.017151
0.06881,0.050117,0.006935,-0.005302,0.09243,0.034233,0.035309,0.067757,-0.046799,0.027145,-0.039536,0.004395,0.028343,0.010864,-0.001717,-0.002472,0.052002,0.003479,0.02919,0.098175,0.054955,0.037483,0.033821,-0.003281,0.059158,-0.038338,-0.065453,-0.06636,-0.050354,-0.021744,0.017914,0.031754,-0.011452,-0.030899,0.002464,0.009308,0.038849,0.051186,0.013062,-0.016922
0.057411,0.067917,-0.001572,0.008377,0.062668,0.03363,0.045074,0.082558,-0.039658,0.021385,-0.045471,0.015633,0.005219,0.008438,0.008888,0.011284,0.057999,-0.019524,0.02021,0.0998,0.045525,0.035622,0.044662,-0.000809,0.050255,-0.024239,-0.053879,-0.056053,-0.047028,-0.039734,0.018433,0.028046,-0.008125,-0.036415,0.00238,0.016678,0.03717,0.038269,0.011757,-0.013855
0.035347,0.078819,-0.011742,0.014671,0.032776,0.033218,0.049637,0.091881,-0.03289,0.010414,-0.047066,0.026306,-0.011909,0.003433,0.014793,0.029839,0.063072,-0.034477,0.011345,0.088875,0.030838,0.028687,0.049088,0.00425,0.038544,-0.005188,-0.035011,-0.041939,-0.040451,-0.058846,0.012764,0.023331,-0.004883,-0.038353,-0.000214,0.020119,0.03299,0.02253,0.009308,-0.011162
0.00692,0.086952,-0.015503,0.016129,0.007271,0.027107,0.055756,0.097496,-0.026756,-0.005226,-0.043571,0.031105,-0.020721,-0.005096,0.016121,0.046066,0.064651,-0.044724,0.000603,0.067886,0.007957,0.020752,0.044655,0.011574,0.018616,0.015717,-0.017334,-0.022499,-0.027954,-0.072037,-0.001076,0.018593,0.001846,-0.040924,0.001038,0.025162,0.027596,0.002434,0.006065,-0.008446
-0.019966,0.089195,-0.016945,0.015327,-0.015961,0.019073,0.060356,0.0924,-0.013428,-0.020447,-0.038544,0.035492,-0.027672,-0.014587,0.01368,0.055687,0.060364,-0.05307,-0.007942,0.041405,-0.018051,0.015968,0.033371,0.016724,-0.005455,0.036896,0.003975,-0.005592,-0.012848,-0.07798,-0.012527,0.014366,0.009468,-0.044151,0.001564,0.032173,0.023964,-0.017738,0.008247,-0.004654
-0.044212,0.083519,-0.024879,0.011574,-0.036285,0.015152,0.057159,0.073349,-0.00029,-0.033913,-0.031464,0.039207,-0.034744,-0.028908,0.017097,0.060989,0.052345,-0.059914,-0.013756,0.008614,-0.042007,0.008072,0.020294,0.017525,-0.026543,0.05748,0.026917,0.005714,-0.001907,-0.082664,-0.016708,0.008743,0.017014,-0.042046,0.000755,0.036934,0.014801,-0.036263,0.011086,0.004242
-0.064804,0.071602,-0.033211,0.010483,-0.057495,0.010704,0.050583,0.048286,0.004692,-0.040611,-0.021446,0.03569,-0.035973,-0.043045,0.024109,0.058647,0.035484,-0.064354,-0.019287,-0.027733,-0.062553,-8.39E-05,0.011208,0.019043,-0.044601,0.075264,0.039734,0.016266,0.005821,-0.08326,-0.020508,-0.003464,0.025887,-0.035439,0.004112,0.037399,-0.001595,-0.050636,0.009529,0.013046
-0.082008,0.051979,-0.036011,0.012482,-0.077515,0.002632,0.044563,0.022774,0.007935,-0.036171,-0.005974,0.02961,-0.031876,-0.047478,0.023903,0.048027,0.014503,-0.059982,-0.021973,-0.061295,-0.077034,-0.005486,0.009521,0.02533,-0.061867,0.091812,0.048431,0.024818,0.014305,-0.071548,-0.022156,-0.017456,0.028198,-0.027687,0.003319,0.031105,-0.017479,-0.054604,0.003685,0.019646
-0.095695,0.028107,-0.033669,0.013451,-0.088943,-0.00737,0.039795,-0.002693,0.014648,-0.028511,0.012962,0.024483,-0.025787,-0.045357,0.022545,0.035126,-0.005547,-0.049805,-0.019127,-0.089333,-0.079971,-0.012337,0.011032,0.028389,-0.07312,0.101501,0.058952,0.033577,0.019577,-0.055382,-0.023819,-0.022675,0.019287,-0.02211,0.000244,0.019905,-0.030952,-0.054428,-0.004402,0.028244
-0.102875,0.004356,-0.028755,0.007889,-0.093185,-0.020607,0.039886,-0.026535,0.01606,-0.02269,0.032181,0.017082,-0.019554,-0.038063,0.023827,0.01918,-0.028206,-0.040421,-0.013153,-0.109367,-0.07827,-0.016624,0.010483,0.023727,-0.07869,0.101295,0.057961,0.044502,0.016167,-0.03968,-0.028931,-0.024666,0.011406,-0.019081,0.002792,0.007446,-0.040588,-0.049591,-0.015045,0.033531
-0.09594,-0.016403,-0.019058,0.000336,-0.093987,-0.036942,0.040787,-0.047073,0.010773,-0.017021,0.050339,0.00975,-0.015312,-0.027374,0.019691,7.63E-05,-0.053177,-0.030357,-0.008873,-0.116043,-0.075645,-0.015228,0.008507,0.016579,-0.081879,0.094559,0.047729,0.050583,0.008423,-0.017609,-0.0289,-0.025833,0.004074,-0.015015,0.006554,-0.000397,-0.044876,-0.036858,-0.024529,0.03688
-0.073891,-0.03315,-0.008438,-0.002617,-0.091949,-0.052177,0.033051,-0.064651,0.0075,-0.008987,0.062103,0.000931,-0.015541,-0.019722,0.014778,-0.018616,-0.07357,-0.022865,-0.003288,-0.109512,-0.063202,-0.012642,0.006638,0.009689,-0.075142,0.082954,0.036568,0.051353,-0.004379,0.010544,-0.020538,-0.021469,-0.00634,-0.00737,0.007103,-0.003372,-0.043976,-0.021347,-0.029457,0.039261
-0.046333,-0.047729,-0.002686,-0.000763,-0.083473,-0.059189,0.0168,-0.076118,0.00602,0.005074,0.06707,-0.00795,-0.013947,-0.01326,0.012558,-0.033859,-0.087662,-0.01783,0.004303,-0.096039,-0.044693,-0.009567,0.004265,0.005234,-0.059898,0.067139,0.020973,0.047142,-0.021049,0.0411,-0.007294,-0.013329,-0.01059,0.00248,0.009071,-0.007645,-0.041504,-0.003944,-0.036995,0.035873
-0.017456,-0.062897,0.000114,0.006683,-0.072968,-0.058914,-0.000168,-0.080193,0.001831,0.020721,0.067642,-0.013908,-0.003632,-0.000786,0.005638,-0.046112,-0.095055,-0.011452,0.013023,-0.079735,-0.026749,-0.003601,0.005363,0.004196,-0.041191,0.047722,0.003204,0.037949,-0.032654,0.067871,0.008781,-0.005493,-0.012947,0.010063,0.013969,-0.01281,-0.036209,0.013588,-0.045815,0.026352
0.010101,-0.070831,0.00531,0.01255,-0.059441,-0.050995,-0.017052,-0.077179,-0.000114,0.033897,0.065498,-0.017921,0.005898,0.015923,-0.001297,-0.051414,-0.091827,-0.004295,0.025581,-0.061905,-0.006348,0.004715,0.008888,0.006874,-0.01889,0.024673,-0.011818,0.034729,-0.041306,0.083229,0.024269,0.005501,-0.021057,0.015297,0.015442,-0.01609,-0.026108,0.027588,-0.049797,0.015999
0.038376,-0.068619,0.010956,0.013489,-0.04187,-0.040413,-0.031029,-0.063148,0.000229,0.041122,0.056625,-0.018562,0.007851,0.03006,-0.006775,-0.048851,-0.0812,0.003891,0.034676,-0.041298,0.017929,0.016022,0.006248,0.009567,0.001823,-0.003174,-0.023514,0.037064,-0.045845,0.084579,0.035912,0.022232,-0.026588,0.019119,0.016502,-0.016785,-0.014168,0.035225,-0.049538,0.006386
0.067635,-0.064842,0.011925,0.011223,-0.019707,-0.03611,-0.036804,-0.0438,-0.000656,0.042236,0.040016,-0.017357,0.007042,0.038902,-0.012421,-0.046204,-0.065819,0.008392,0.033737,-0.015862,0.041992,0.025475,-0.001076,0.004311,0.018509,-0.028519,-0.032776,0.032829,-0.038979,0.078957,0.046783,0.037735,-0.026688,0.020432,0.013214,-0.016243,-0.001923,0.038422,-0.0429,-0.006371
0.092758,-0.058258,0.01033,0.009354,0.009056,-0.028221,-0.038864,-0.024399,0.001648,0.040985,0.022743,-0.010567,0.006813,0.043457,-0.013863,-0.039322,-0.045502,0.01207,0.028465,0.01059,0.061165,0.029633,-0.007736,-0.004074,0.032745,-0.045601,-0.037239,0.02314,-0.023499,0.071587,0.056412,0.050598,-0.031082,0.019997,0.005028,-0.014992,0.014542,0.0401,-0.029922,-0.01622
0.109314,-0.047371,0.00354,0.012749,0.033012,-0.013077,-0.043983,-0.007301,0.004837,0.032204,0.00502,-0.002045,0.009178,0.041611,-0.013077,-0.026833,-0.022858,0.018951,0.02095,0.031143,0.068886,0.029137,-0.014206,-0.009239,0.047256,-0.058662,-0.035667,0.010361,-0.005928,0.059593,0.059135,0.061127,-0.036774,0.024071,-0.003914,-0.013031,0.031967,0.037727,-0.014183,-0.024078
0.111832,-0.035408,-0.004745,0.018578,0.052071,0.000366,-0.04747,0.00692,0.008148,0.017311,-0.012726,0.003342,0.017708,0.037621,-0.012657,-0.014053,-0.000206,0.024399,0.011826,0.047966,0.064178,0.022881,-0.020012,-0.013985,0.056908,-0.067642,-0.030609,-0.006126,0.012474,0.046288,0.049911,0.064804,-0.03775,0.030922,-0.01638,-0.010414,0.042503,0.035011,0.002953,-0.03373
0.102692,-0.021446,-0.007355,0.019562,0.068497,0.010826,-0.043831,0.01799,0.01461,0.001572,-0.027466,0.006874,0.029984,0.037476,-0.011795,0.000397,0.024246,0.033707,0.00666,0.06266,0.057701,0.01667,-0.023666,-0.01915,0.056427,-0.07312,-0.021248,-0.021706,0.032051,0.030846,0.032097,0.062622,-0.039635,0.032875,-0.023926,-0.006752,0.051147,0.030418,0.02018,-0.038002
