sample 0,sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18,sample 19,sample 20,sample 21,sample 22,sample 23,sample 24,sample 25,sample 26,sample 27,sample 28,sample 29,sample 30,sample 31,sample 32,sample 33,sample 34,sample 35,sample 36,sample 37,sample 38,sample 39
0.016701,0.015572,0.028969,-0.038391,0.044548,-0.001076,-0.050362,-0.003876,0.006805,-0.036865,-0.045486,-0.042381,-0.016716,0.013176,0.006416,0.019012,0.021988,0.011711,0.014343,-0.036964,0.016151,-0.021904,0.041992,0.027588,-0.024063,-0.008728,0.031425,0.004242,0.029053,-0.024666,0.00386,-0.027679,0.006332,-0.005653,-0.021095,0.023476,0.000832,0.007927,0.034264,-0.073402
0.027252,0.01931,0.019287,-0.042374,0.065079,0.023796,-0.043816,0.006813,0.010902,-0.029755,-0.063164,-0.033806,-0.025665,0.000313,0.002235,0.017159,0.01738,0.004822,0.01828,-0.042519,0.006569,-0.016006,0.042809,0.030365,-0.037689,-0.009346,0.0364,0.007034,0.03244,-0.02552,0.011551,-0.034195,0.005997,0.00341,-0.005554,0.015854,0.012062,0.020782,0.038338,-0.069763
0.0336,0.025932,0.008278,-0.041206,0.079552,0.043594,-0.034912,0.017876,0.015106,-0.016701,-0.073479,-0.017502,-0.03244,-0.016045,-0.001213,0.017014,0.014305,-0.001091,0.021843,-0.042458,0.002525,-0.002403,0.03923,0.031067,-0.042526,-0.008614,0.038528,0.009445,0.040489,-0.024826,0.020447,-0.037064,0.006004,0.012115,0.010323,0.007172,0.020363,0.030212,0.043732,-0.054138
0.034019,0.034119,-0.005821,-0.036674,0.082771,0.058487,-0.02626,0.034485,0.016106,0.000465,-0.078407,-0.000961,-0.035568,-0.030998,-0.004875,0.018372,0.010757,-0.00428,0.02002,-0.036102,0.001137,0.004974,0.032288,0.027985,-0.045235,-0.007149,0.03817,0.012955,0.049995,-0.021179,0.022354,-0.040726,0.006599,0.02005,0.023888,-0.004601,0.024284,0.037643,0.043289,-0.033356
0.03392,0.037682,-0.009155,-0.029633,0.08075,0.064255,-0.018494,0.050034,0.023437,0.022743,-0.07386,0.014709,-0.038216,-0.038994,-0.011169,0.014175,0.003983,-0.006371,0.011017,-0.022774,0.000984,0.011276,0.022507,0.02597,-0.052155,-0.002617,0.035622,0.019905,0.05246,-0.010498,0.024078,-0.039925,0.009979,0.027672,0.032578,-0.01223,0.027863,0.043541,0.042564,-0.011688
0.031616,0.037735,-0.010201,-0.023239,0.067688,0.059486,-0.009659,0.058998,0.032326,0.044167,-0.059746,0.035362,-0.037582,-0.043106,-0.017326,0.008324,-0.004082,-0.009026,0.003426,-0.004463,0.003143,0.018143,0.00824,0.023232,-0.056175,0.00135,0.03392,0.028343,0.046089,0.000282,0.026451,-0.03302,0.015976,0.035225,0.035255,-0.017113,0.026833,0.042252,0.041695,0.013481
0.023903,0.036743,-0.020157,-0.020325,0.040871,0.049057,-0.000992,0.068871,0.0354,0.057755,-0.043015,0.048759,-0.031258,-0.046318,-0.017822,0.000107,-0.011017,-0.014397,-0.002754,0.013115,0,0.021378,-0.005646,0.016617,-0.052132,0.00531,0.027908,0.030396,0.033043,0.007484,0.02684,-0.023834,0.021812,0.039581,0.037018,-0.022263,0.021927,0.037628,0.030754,0.047272
0.013802,0.032494,-0.022545,-0.014923,0.014732,0.032898,0.011177,0.077103,0.036018,0.063873,-0.0233,0.050537,-0.018326,-0.045952,-0.010963,-0.007797,-0.015305,-0.022041,-0.007797,0.029381,-0.006454,0.02803,-0.014854,0.007805,-0.042511,0.009071,0.014786,0.027214,0.018509,0.012344,0.026932,-0.01442,0.026672,0.03952,0.037842,-0.0215,0.014595,0.031242,0.01609,0.078789
0.005165,0.024467,-0.026741,-0.009399,-0.007233,0.013199,0.026031,0.072372,0.034744,0.06601,0.001556,0.052109,-0.007645,-0.042984,-0.002518,-0.009201,-0.015892,-0.02346,-0.010925,0.04187,-0.008652,0.032677,-0.020454,-0.004128,-0.028793,0.010468,0.002953,0.022926,0.003754,0.012825,0.024841,-0.002533,0.02652,0.037354,0.0327,-0.017197,0.005898,0.022301,0.004417,0.102745
-0.000664,0.014412,-0.033913,-0.003197,-0.029381,-0.006119,0.035744,0.059868,0.027527,0.056145,0.024063,0.050247,-0.000824,-0.035233,0.003883,-0.005981,-0.019196,-0.018852,-0.012619,0.049667,-0.011475,0.03112,-0.02224,-0.019005,-0.009903,0.011673,-0.006119,0.014755,-0.012596,0.007889,0.018768,0.011711,0.023766,0.034485,0.022064,-0.015045,-0.002647,0.011925,-0.008369,0.121147
-0.004807,-0.000992,-0.02626,0.008141,-0.045662,-0.022469,0.041504,0.04261,0.015236,0.039986,0.039413,0.042229,0.007477,-0.02253,0.006897,0.004913,-0.028282,-0.009949,-0.015831,0.057297,-0.017708,0.029152,-0.022095,-0.03389,0.005676,0.013,-0.014694,0.004639,-0.032112,0.001869,0.012665,0.027992,0.021072,0.032234,0.011169,-0.00985,-0.008179,0.000526,-0.021637,0.127243
-0.003731,-0.019905,-0.01194,0.017754,-0.05584,-0.03479,0.042809,0.020515,-0.001511,0.02935,0.052635,0.034607,0.015076,-0.004906,0.004997,0.019112,-0.034981,0.001808,-0.016586,0.059669,-0.02124,0.025757,-0.021439,-0.048752,0.017151,0.011223,-0.018524,-0.00415,-0.050575,-0.002594,0.0065,0.045479,0.016457,0.032349,-0.00061,-0.003349,-0.009697,-0.010429,-0.032249,0.122612
9.16E-05,-0.033043,-0.000687,0.023994,-0.065636,-0.043396,0.039085,0.000908,-0.022209,0.016754,0.063583,0.023727,0.022278,0.01268,0.00248,0.032906,-0.035812,0.0084,-0.010452,0.050812,-0.023529,0.017021,-0.016731,-0.060509,0.032104,0.00853,-0.020943,-0.015388,-0.064888,-0.007141,-0.002159,0.059006,0.013466,0.031998,-0.011002,-0.000237,-0.015045,-0.020172,-0.039795,0.106773
0.00132,-0.041374,0.008423,0.030266,-0.066322,-0.049294,0.038483,-0.013687,-0.039505,0.000587,0.067612,0.010231,0.030304,0.022308,0.003677,0.041588,-0.034508,0.009056,-0.004028,0.034332,-0.029343,0.009338,-0.00943,-0.064606,0.045006,0.004379,-0.027527,-0.027664,-0.072113,-0.01049,-0.011925,0.059624,0.009956,0.024376,-0.016228,0.006042,-0.02256,-0.02887,-0.046799,0.081566
0.004623,-0.047867,0.014015,0.034134,-0.053032,-0.052757,0.040398,-0.027603,-0.047775,-0.014465,0.063385,0.000839,0.035202,0.028534,0.003677,0.044846,-0.026955,0.011497,0.003448,0.017471,-0.031815,0.004784,-6.87E-05,-0.060318,0.050491,-0.001091,-0.034081,-0.034515,-0.067863,-0.015961,-0.018311,0.051094,0.003883,0.010269,-0.018333,0.013763,-0.027702,-0.032654,-0.045082,0.051712
0.006821,-0.051514,0.013123,0.033401,-0.036606,-0.049385,0.033104,-0.040298,-0.048386,-0.029045,0.054489,-0.007637,0.034492,0.034111,-0.000305,0.04744,-0.01326,0.016594,0.007668,0.003021,-0.028,-0.00383,0.011055,-0.04805,0.049553,-0.002785,-0.034981,-0.035301,-0.059456,-0.024773,-0.019836,0.047203,-0.005295,-0.008751,-0.019791,0.017067,-0.033348,-0.030396,-0.039627,0.020348
0.007195,-0.050323,0.015549,0.030457,-0.015373,-0.041046,0.023376,-0.050575,-0.04335,-0.044456,0.042023,-0.017792,0.031685,0.036758,-0.004417,0.04319,-0.002754,0.019249,0.007698,-0.00824,-0.019913,-0.012833,0.019638,-0.026505,0.042114,-0.002213,-0.032806,-0.032219,-0.046989,-0.02977,-0.022919,0.045364,-0.013351,-0.029167,-0.020294,0.020546,-0.039543,-0.024658,-0.035492,-0.011116
0.009315,-0.05175,0.022141,0.028732,0.009407,-0.032021,0.015442,-0.060783,-0.034203,-0.053589,0.028481,-0.026169,0.027145,0.037636,-0.009293,0.033119,0.003899,0.019295,0.007935,-0.015915,-0.009796,-0.020493,0.022514,0.002518,0.030815,-0.001007,-0.026917,-0.024307,-0.026848,-0.030678,-0.025841,0.04287,-0.020523,-0.046524,-0.019485,0.024765,-0.040543,-0.01519,-0.023499,-0.041634
0.011757,-0.055367,0.023651,0.02652,0.028763,-0.019005,0.000816,-0.063164,-0.02449,-0.052307,0.015335,-0.032555,0.021561,0.034668,-0.011841,0.016724,0.014168,0.014671,0.006958,-0.025627,0.000259,-0.027908,0.019829,0.031342,0.021278,-0.000496,-0.017754,-0.0121,-0.005157,-0.028557,-0.026016,0.037636,-0.027817,-0.063484,-0.019058,0.023956,-0.035072,-0.006218,-0.018211,-0.062065
0.009972,-0.050049,0.022972,0.024178,0.04351,-0.004433,-0.015038,-0.053246,-0.01619,-0.048073,-0.000237,-0.03788,0.013664,0.02578,-0.006325,-0.005966,0.026199,0.005173,0.006355,-0.036491,0.008209,-0.031898,0.014488,0.055481,0.010872,-0.001808,-0.010117,0.000259,0.015388,-0.021332,-0.028992,0.023338,-0.030945,-0.080589,-0.016357,0.020248,-0.025093,-0.002213,-0.015762,-0.07299
0.003838,-0.042648,0.017578,0.022194,0.055,0.004623,-0.025604,-0.039764,-0.002968,-0.042709,-0.014595,-0.038055,0.001106,0.016663,0.0028,-0.029137,0.034996,-0.002602,0.004448,-0.038361,0.013588,-0.033012,0.007378,0.073051,-0.005096,-0.002396,-0.002754,0.00885,0.036476,-0.010818,-0.030304,0.005188,-0.0326,-0.092659,-0.010315,0.016068,-0.008987,0.002525,-0.002968,-0.080887
0.002296,-0.033966,0.008987,0.017456,0.060623,0.010162,-0.03437,-0.024826,0.015671,-0.03672,-0.026443,-0.033493,-0.010895,0.011826,0.012611,-0.047356,0.042664,-0.005394,0.000526,-0.033318,0.020531,-0.032845,0.000473,0.081055,-0.022385,-0.003662,0.005417,0.01545,0.050316,-0.000244,-0.02552,-0.008789,-0.035072,-0.091774,-0.006332,0.0075,0.007828,0.009453,0.008705,-0.082115
0.000732,-0.02433,0.005577,0.009644,0.056946,0.014839,-0.043526,-0.007591,0.030228,-0.033669,-0.035782,-0.026138,-0.014008,0.005775,0.024048,-0.059975,0.042397,-0.008209,-0.002365,-0.023788,0.025139,-0.029877,-0.005211,0.078964,-0.034012,-0.006279,0.013695,0.022316,0.051834,0.010849,-0.020378,-0.017921,-0.035767,-0.082176,-0.004677,-0.002472,0.020638,0.014244,0.016312,-0.071922
-0.002174,-0.017952,0.0075,0.002495,0.045013,0.015266,-0.046684,0.006767,0.040176,-0.031174,-0.038757,-0.017906,-0.011604,-0.004181,0.031578,-0.068901,0.035919,-0.012863,-0.000656,-0.007416,0.022202,-0.0215,-0.006416,0.068718,-0.04274,-0.007393,0.022881,0.026413,0.053314,0.022812,-0.012718,-0.023643,-0.0289,-0.066467,0.00013,-0.009003,0.031708,0.016922,0.021339,-0.054283
-0.004707,-0.007324,0.008499,-0.003387,0.025688,0.016991,-0.046005,0.016609,0.046143,-0.026894,-0.035408,-0.009521,-0.013542,-0.01252,0.033913,-0.069489,0.030922,-0.015892,0.000938,0.005829,0.016029,-0.01384,-0.000313,0.052673,-0.04567,-0.00769,0.03215,0.02507,0.054718,0.032204,-0.004478,-0.02729,-0.020119,-0.03775,0.003571,-0.01535,0.038864,0.01683,0.019905,-0.03421
-0.011383,0.007881,0.007996,-0.009819,0.003387,0.024269,-0.045967,0.025185,0.045013,-0.0215,-0.0326,0.00074,-0.01532,-0.018784,0.034058,-0.061852,0.024582,-0.017815,0.000557,0.015358,0.01001,-0.007111,0.007637,0.034454,-0.043259,-0.008026,0.037148,0.018112,0.051933,0.036644,0.000107,-0.031204,-0.011414,-0.003365,0.003456,-0.023956,0.040565,0.010956,0.014137,-0.012337
-0.018463,0.022171,0.008438,-0.013336,-0.019279,0.029846,-0.042419,0.032539,0.040154,-0.01133,-0.031158,0.012939,-0.013573,-0.020683,0.027252,-0.048813,0.015778,-0.015953,0.003021,0.029419,0.003967,0.002823,0.015984,0.01532,-0.044762,-0.006943,0.035439,0.007957,0.049583,0.034988,0.007423,-0.035332,-0.002556,0.029884,0.006523,-0.030098,0.042,0.000481,0.013313,0.007538
-0.023552,0.029999,0.009361,-0.014816,-0.039436,0.033722,-0.036476,0.034363,0.036781,0.002907,-0.027336,0.026215,-0.010323,-0.016266,0.01342,-0.033669,0.003517,-0.011871,0.008049,0.044083,0.003265,0.012444,0.022415,-0.005882,-0.041977,-0.003998,0.027054,-0.00325,0.041489,0.02829,0.015488,-0.03566,2.29E-05,0.065575,0.007195,-0.033592,0.040756,-0.006744,0.017494,0.024559
-0.0271,0.035652,0.011566,-0.015717,-0.054886,0.03756,-0.031403,0.034157,0.029724,0.017654,-0.020889,0.037231,-0.00695,-0.011208,0.000153,-0.01413,-0.010437,-0.008499,0.015488,0.05101,0.006035,0.017365,0.020798,-0.0299,-0.032776,0.000488,0.017494,-0.012634,0.02726,0.017166,0.021576,-0.028992,0.003197,0.10025,0.00206,-0.035042,0.028198,-0.008911,0.021416,0.040245
-0.029709,0.039925,0.011406,-0.01281,-0.067299,0.036713,-0.020668,0.033913,0.014496,0.032257,-0.012383,0.048706,-0.002594,-0.007858,-0.013947,0.004951,-0.022514,-0.003365,0.020424,0.047775,0.003143,0.019051,0.014214,-0.055664,-0.019348,0.008202,0.011047,-0.020447,0.017807,0.004807,0.025673,-0.020584,0.010246,0.122276,-0.001183,-0.03009,0.012405,-0.008415,0.024315,0.049004
-0.029404,0.038284,0.007385,-0.008255,-0.07119,0.032333,-0.002289,0.030937,-0.001366,0.040535,-0.003372,0.055077,0.002647,-0.003242,-0.030449,0.019424,-0.02961,0.001442,0.019768,0.036163,0.004684,0.022636,0.00695,-0.075996,-0.000488,0.016014,0.006065,-0.024887,0.010849,-0.006119,0.030228,-0.012436,0.017334,0.130554,-7.63E-05,-0.02243,0.0037,-0.008018,0.024818,0.052834
-0.028587,0.038101,-0.003174,-0.005386,-0.067978,0.032654,0.0131,0.026657,-0.01368,0.040154,0.00592,0.051743,0.004074,0.003403,-0.036728,0.036957,-0.031479,0.006935,0.018471,0.017723,0.012993,0.02092,-0.003288,-0.085785,0.022362,0.017952,0.000557,-0.02433,0.0019,-0.017128,0.036331,-0.00206,0.023209,0.127174,5.34E-05,-0.016273,-0.004143,-0.006737,0.021408,0.054977
-0.026627,0.03875,-0.017036,-0.00135,-0.057976,0.035774,0.02607,0.016518,-0.024818,0.03537,0.009445,0.042915,0.003723,0.011139,-0.035194,0.048309,-0.030731,0.012955,0.015045,-0.002159,0.018341,0.014137,-0.01899,-0.085083,0.043747,0.019363,-0.008942,-0.022896,-0.001686,-0.023796,0.039421,0.007706,0.029449,0.109459,0.000465,-0.009331,-0.014603,-0.002449,0.016365,0.048874
-0.018684,0.034676,-0.023026,0.006401,-0.040405,0.029602,0.03701,-4.58E-05,-0.034554,0.027466,0.011131,0.02742,0.00354,0.020317,-0.037964,0.049614,-0.029488,0.018372,0.00676,-0.019272,0.025871,0.009438,-0.033951,-0.073517,0.053009,0.024216,-0.020912,-0.018074,-0.005447,-0.026833,0.039452,0.015312,0.030518,0.086487,0.003639,-0.000221,-0.021957,0.004845,0.013359,0.03891
-0.008469,0.025337,-0.025543,0.016754,-0.020821,0.017204,0.040085,-0.017921,-0.041634,0.020599,0.015831,0.011589,0.004982,0.023026,-0.035324,0.041733,-0.025558,0.025063,0.000725,-0.035049,0.032127,0.004417,-0.046242,-0.054306,0.055305,0.023087,-0.028252,-0.006004,-0.016975,-0.025703,0.033417,0.017471,0.02507,0.060265,0.000961,0.009911,-0.027985,0.016899,0.010284,0.02977
0.000938,0.013786,-0.026993,0.022125,-0.002167,0.005615,0.041527,-0.0298,-0.04892,0.01976,0.017311,-0.001915,0.005829,0.018669,-0.026489,0.022133,-0.020111,0.028488,-0.003738,-0.048119,0.027275,-0.000755,-0.061806,-0.032402,0.054268,0.016724,-0.027336,0.01017,-0.026161,-0.01841,0.019394,0.010483,0.024712,0.026161,-0.001579,0.020142,-0.034683,0.024635,0.005287,0.018555
0.007164,0.004501,-0.024666,0.020195,0.01506,-0.015167,0.045425,-0.036179,-0.051384,0.021477,0.019669,-0.018242,0.003899,0.015671,-0.015144,0.001343,-0.016106,0.028618,-0.010178,-0.056656,0.016731,-0.004318,-0.070198,-0.007042,0.04583,0.012611,-0.020119,0.02317,-0.030983,-0.008659,0.006165,-0.001167,0.025543,-0.010201,0.00071,0.027885,-0.03215,0.026619,-0.000488,0.005524
0.009842,0.001198,-0.025673,0.014206,0.030899,-0.038589,0.044327,-0.041443,-0.043045,0.025276,0.023026,-0.03595,0.001167,0.012939,0.003151,-0.013062,-0.008011,0.028313,-0.011795,-0.059692,0.009506,-0.006332,-0.067108,0.017548,0.036064,0.004913,-0.010063,0.031715,-0.04142,0.002701,0.000328,-0.011177,0.023476,-0.042374,0.002037,0.029869,-0.021294,0.025047,-0.005333,-0.00647
0.010162,0.000481,-0.027809,0.001595,0.043999,-0.050476,0.041389,-0.037956,-0.028381,0.028954,0.021378,-0.048241,0.000336,0.007912,0.021263,-0.020111,-3.05E-05,0.023064,-0.010017,-0.055862,0.000465,-0.007591,-0.058372,0.033661,0.02713,-0.008057,-0.005035,0.035332,-0.053185,0.013733,-0.005051,-0.018799,0.020912,-0.067459,0.007896,0.027489,-0.011452,0.015533,-0.00779,-0.017838
0.011909,-0.005684,-0.020905,-0.011505,0.054047,-0.060211,0.040573,-0.030273,-0.011292,0.027832,0.016174,-0.059479,0.004089,0.002342,0.033066,-0.022781,0.002693,0.011711,-0.008392,-0.046074,-0.011475,-0.008102,-0.037628,0.044182,0.016556,-0.017067,-0.006935,0.033272,-0.061012,0.023598,-0.011543,-0.025322,0.01313,-0.086044,0.01329,0.023674,-0.003029,0.003601,-0.010506,-0.03112
0.017487,-0.013496,-0.007782,-0.021721,0.058548,-0.066719,0.032898,-0.023941,0.005531,0.024696,0.012215,-0.066399,0.003365,-0.000145,0.03801,-0.023521,0.00531,-0.002594,-0.004936,-0.032578,-0.021332,-0.007774,-0.008034,0.047615,0.006943,-0.020065,-0.00563,0.030487,-0.072144,0.028404,-0.015556,-0.028603,0.001656,-0.091774,0.014259,0.020622,0.003387,-0.008186,-0.015732,-0.041359
0.021103,-0.019073,0.005783,-0.027061,0.055519,-0.064629,0.02108,-0.013527,0.018875,0.019615,0.006714,-0.063248,-0.002541,-0.002129,0.03846,-0.021721,0.0103,-0.012672,-0.001747,-0.017853,-0.030563,-0.004181,0.024292,0.0438,-0.001823,-0.024147,0.000336,0.025658,-0.0812,0.030304,-0.020096,-0.026932,-0.00444,-0.086082,0.01796,0.013786,0.00901,-0.020302,-0.022194,-0.048157
0.022743,-0.02063,0.020775,-0.027313,0.048744,-0.058739,0.012367,-0.001266,0.025536,0.014267,-0.001228,-0.058647,-0.006866,-0.00486,0.035347,-0.014481,0.013618,-0.017746,0.001793,0.000702,-0.035339,0.004196,0.057159,0.041435,-0.013626,-0.027336,0.006378,0.016045,-0.079041,0.032059,-0.023262,-0.024216,-0.00428,-0.076378,0.023232,0.003059,0.016266,-0.032288,-0.028412,-0.054749
0.025177,-0.010246,0.031593,-0.029228,0.041031,-0.05014,0.003761,0.008217,0.032669,0.012917,-0.004852,-0.047142,-0.008209,-0.005127,0.026382,0.000702,0.017326,-0.027138,0.005974,0.018402,-0.03334,0.013206,0.081436,0.038315,-0.026077,-0.029289,0.010536,0.007851,-0.069008,0.029602,-0.021828,-0.020645,-0.003128,-0.059494,0.026909,-0.003708,0.021286,-0.041466,-0.034042,-0.060059
0.025177,0.008263,0.035706,-0.03019,0.030861,-0.03894,-0.003868,0.018227,0.042191,0.011703,-0.006187,-0.028351,-0.004524,-0.007011,0.014442,0.017082,0.026077,-0.036186,0.007935,0.028885,-0.027573,0.014404,0.093338,0.029457,-0.030846,-0.033134,0.009285,0.000443,-0.052895,0.023689,-0.019958,-0.014809,-0.001282,-0.039993,0.027237,-0.008972,0.021599,-0.045937,-0.035286,-0.063225
0.023384,0.020897,0.03772,-0.026543,0.02034,-0.02565,-0.00592,0.027016,0.045425,0.006126,-0.007431,-0.007881,0.001289,-0.00988,-0.000153,0.028534,0.031342,-0.041176,0.007843,0.035812,-0.0214,0.011322,0.097633,0.018997,-0.03064,-0.02813,0.003845,-0.009933,-0.030243,0.013214,-0.020065,-0.008591,-0.000404,-0.021049,0.025642,-0.0121,0.018623,-0.045303,-0.030434,-0.062561
0.024544,0.026825,0.037018,-0.018135,0.013512,-0.01284,-0.008125,0.028625,0.046257,0.000824,-0.007996,0.015129,0.005104,-0.010231,-0.01899,0.032257,0.033463,-0.041916,0.004852,0.034882,-0.012764,0.011147,0.095535,0.009575,-0.029945,-0.011963,-3.81E-05,-0.015923,-0.004135,-0.001297,-0.019554,0.001328,-0.002823,-0.001755,0.019836,-0.008888,0.013351,-0.039047,-0.024071,-0.055061
0.027618,0.027016,0.032402,-0.005737,0.007339,-0.000137,-0.015533,0.030006,0.045303,-0.005302,-0.00882,0.036613,0.004456,-0.008125,-0.033623,0.030052,0.038322,-0.034241,0.000252,0.026337,-0.003593,0.00692,0.081451,0.002602,-0.024254,0.002731,0.002998,-0.016388,0.023964,-0.01664,-0.017891,0.016609,-0.007309,0.016792,0.007561,-0.005676,0.006088,-0.034081,-0.019791,-0.039917
0.029167,0.021004,0.023392,0.010201,-0.001686,0.012886,-0.024109,0.03167,0.037094,-0.01432,-0.009056,0.048225,0.005241,-0.002213,-0.041145,0.028984,0.040672,-0.024139,-0.003426,0.018463,0.003075,0.00209,0.058922,0.001183,-0.016167,0.015648,0.01004,-0.014915,0.054016,-0.027245,-0.014992,0.030167,-0.008385,0.027222,-0.000343,-0.008209,-0.003136,-0.026306,-0.017914,-0.022873
0.028061,0.017014,0.011383,0.024986,-0.006905,0.02742,-0.031929,0.026093,0.023872,-0.021301,-0.008881,0.052094,0.006805,0.003479,-0.046562,0.027145,0.036385,-0.012993,-0.007065,0.012329,0.008705,0.002007,0.033905,0.001045,-0.009087,0.030464,0.015724,-0.012802,0.08197,-0.030899,-0.011551,0.039047,-0.012085,0.027779,-0.003654,-0.010147,-0.007034,-0.011009,-0.013191,-0.007248
0.025246,0.013702,-0.001923,0.031853,-0.010811,0.041618,-0.04171,0.018784,0.010818,-0.029465,-0.010651,0.055191,0.005508,0.003906,-0.045586,0.020103,0.028114,-0.002579,-0.009705,0.006638,0.014008,0.000572,0.003754,-0.003632,0.000351,0.038132,0.021133,-0.008987,0.10202,-0.030502,-0.008194,0.047546,-0.022552,0.027977,-0.00988,-0.010818,-0.006416,0.008186,-0.00412,0.012726
0.019531,0.004692,-0.016777,0.030045,-0.01815,0.05014,-0.050972,0.013779,-0.004593,-0.041222,-0.016556,0.053535,0.00663,-0.000671,-0.034218,0.005501,0.016006,0.004547,-0.011734,0.001984,0.017456,-0.002609,-0.029083,-0.014313,0.01049,0.04026,0.025299,-0.004433,0.11274,-0.024109,-0.006889,0.049599,-0.028755,0.023804,-0.012688,-0.011353,-0.008652,0.026909,0.004196,0.035721
0.010574,-0.007996,-0.028801,0.028625,-0.020378,0.052391,-0.054863,0.004272,-0.021881,-0.051735,-0.020599,0.049301,0.005219,-0.004547,-0.020103,-0.01313,-0.001953,0.01162,-0.012299,-0.000168,0.017426,-0.002655,-0.055161,-0.024605,0.013382,0.047569,0.031219,-0.000305,0.118332,-0.015892,-0.006592,0.043945,-0.034065,0.020752,-0.0103,-0.002357,-0.007553,0.038063,0.012489,0.055916
-0.0009,-0.025352,-0.035698,0.027855,-0.019585,0.051117,-0.058304,-0.007111,-0.0345,-0.059792,-0.01767,0.040276,0.000801,-0.003601,-0.008171,-0.025475,-0.018578,0.022263,-0.00972,-0.00032,0.021263,-0.00116,-0.072037,-0.02533,0.011261,0.051521,0.041069,0.005684,0.118263,-0.010178,-0.00399,0.040642,-0.037224,0.0215,-0.011055,0.010178,-0.005432,0.045509,0.023514,0.07373
-0.017654,-0.043152,-0.037621,0.023651,-0.015549,0.051682,-0.059853,-0.014687,-0.045143,-0.066521,-0.011284,0.024719,-0.00061,-0.000183,0.00927,-0.028351,-0.0336,0.032875,-0.008545,0.003143,0.022438,-0.002068,-0.0811,-0.018265,0.009087,0.041458,0.049606,0.010933,0.108116,0.000725,-0.003357,0.038254,-0.029083,0.018196,-0.01236,0.019859,-0.008331,0.046967,0.027573,0.084595
-0.035667,-0.052147,-0.033714,0.017853,-0.006844,0.050186,-0.052841,-0.020195,-0.052261,-0.065376,-0.00267,0.009789,-0.000183,0.00267,0.026917,-0.026741,-0.051003,0.033768,-0.009727,0.013229,0.019058,-0.001534,-0.076271,-0.009361,0.005188,0.026611,0.052406,0.014618,0.092484,0.016075,-0.003563,0.031281,-0.01667,0.012009,-0.009781,0.030243,-0.007652,0.042076,0.024635,0.085228
-0.052811,-0.054039,-0.026283,0.005203,-0.000252,0.046402,-0.042313,-0.021347,-0.052055,-0.056572,0.004791,-0.003555,-0.001923,0.005882,0.035492,-0.023003,-0.060432,0.028137,-0.007172,0.024597,0.020905,0.003273,-0.059906,-0.002464,0.004646,0.008965,0.045601,0.01458,0.068359,0.026604,-0.001999,0.02272,-0.006386,0.005692,-0.01088,0.037712,-6.10E-05,0.041397,0.02523,0.079086
-0.068237,-0.049568,-0.013817,-0.006516,0.003517,0.04454,-0.030174,-0.01622,-0.045792,-0.045677,0.009216,-0.015717,-0.003448,0.008949,0.041649,-0.017754,-0.061844,0.020256,-0.000481,0.028908,0.021996,0.007332,-0.041901,0.001991,0.006599,-0.012093,0.030907,0.009415,0.031219,0.030769,-0.003197,0.014374,0.006378,0.003204,-0.013687,0.038063,0.005821,0.040268,0.022232,0.069382
-0.075989,-0.040459,0.00235,-0.011841,0.005226,0.037148,-0.012863,-0.007332,-0.033951,-0.029312,0.009613,-0.023758,-0.003593,0.010963,0.046074,-0.013947,-0.061531,0.010551,0.004059,0.029343,0.020576,0.009491,-0.024384,0.004829,0.003403,-0.023605,0.0121,0.004066,-0.005348,0.027725,-0.004333,0.001694,0.019478,-0.000687,-0.012383,0.035614,0.010933,0.030121,0.019272,0.050133
-0.076958,-0.031807,0.016579,-0.012199,0.006737,0.024796,0.009766,0.002632,-0.019958,-0.008705,0.008934,-0.02417,-0.006905,0.013618,0.045914,-0.003372,-0.049515,0.004166,0.006729,0.029335,0.020691,0.011818,-0.009354,0.007584,0.00177,-0.028114,-0.008133,0.002922,-0.036011,0.01989,0.000465,-0.009827,0.028625,-0.00145,-0.0121,0.032425,0.01889,0.01722,0.022636,0.022202
-0.073227,-0.019585,0.026543,-0.008347,0.008804,0.015968,0.032951,0.015289,-0.006371,0.011757,0.014809,-0.020065,-0.007896,0.011719,0.04821,0.016045,-0.034027,0.001938,0.009109,0.024368,0.021362,0.01017,-0.000992,0.010918,0.005058,-0.035713,-0.027252,0.004791,-0.064339,0.014526,0.007393,-0.018311,0.042618,0.003082,-0.009094,0.022705,0.021973,0.00695,0.02314,-0.003708
-0.062431,-0.001312,0.031967,-0.00293,0.009514,0.010139,0.052757,0.026176,0.007774,0.029823,0.020088,-0.015266,-0.008034,0.006157,0.050285,0.033852,-0.022316,-0.003891,0.008774,0.01548,0.017738,0.007164,0.006157,0.012436,0.006538,-0.040932,-0.04966,0.006546,-0.086334,0.012314,0.01445,-0.028236,0.057175,0.003807,-0.000755,0.0103,0.021172,-0.00515,0.023277,-0.029175
-0.040985,0.013702,0.034012,0.003418,0.007088,0.001221,0.071358,0.027924,0.022781,0.045013,0.022781,-0.008865,-0.010315,-5.34E-05,0.042847,0.045074,-0.002869,-0.011299,0.006416,0.004173,0.009453,0.004105,0.014915,0.013618,0.007538,-0.038322,-0.070198,0.005363,-0.096451,0.007751,0.025795,-0.034592,0.061432,0.004295,0.001213,-0.001045,0.022957,-0.013153,0.025734,-0.048042
